Animal,Date,Sex,BW,Genotype,pain,trial,data,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,3,Reading: -51.00 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,3,Reading: -49.81 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,3,Reading: -10.70 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,3,Reading: 6.20 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -1.13 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -1.19 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -1.26 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -1.33 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -1.68 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -7.80 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -18.84 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -34.68 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -58.74 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -76.27 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -86.53 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -103.22 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -68.95 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: -5.08 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: 2.51 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: 1.58 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,4,Reading: 0.88 gram,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: 3.81 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: 3.61 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: 3.48 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: 3.35 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: 3.18 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: 3.11 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: 2.40 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: -6.85 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: -23.37 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: -47.24 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: -72.93 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: -101.47 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: -119.93 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: -117.80 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: -123.81 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: -102.39 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: -24.51 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: -2.60 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: -1.75 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,5,Reading: -1.35 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -2.34 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -2.46 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -2.50 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -2.57 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -2.89 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -3.09 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -3.20 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -3.27 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -4.27 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -8.95 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -13.16 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -36.14 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -76.01 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -99.04 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -99.89 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -87.34 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: -29.81 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: 3.85 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: 4.82 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: 4.38 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,6,Reading: 4.15 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -3.70 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -3.73 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -3.78 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -4.03 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -4.44 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -4.71 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -6.24 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -13.14 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -27.06 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -40.90 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -43.24 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -46.20 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -59.71 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -69.02 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -64.58 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -29.59 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -2.71 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -1.63 grams,,,,,,,,,,,,,,,,
DOB 12.4.18,11.7.19,M,31.8,C57BL/6,no,7,Reading: -2.34 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,ing: 0.85 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: 0.67 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: 0.55 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: 0.42 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: 0.32 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: 0.25 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: 0.11 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: 0.03 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: -0.66 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: -5.71 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: -16.95 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: -40.57 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: -64.87 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: -81.88 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: -60.91 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: -27.31 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: -1.96 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: 3.21 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: 2.67 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: 2.25 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,1,Reading: 1.97 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: 1.25 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: 1.09 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: 0.89 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: 0.74 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: 0.59 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: 0.10 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: -4.08 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: -13.85 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: -30.06 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: -56.25 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: -83.92 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: -58.52 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: -6.99 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: 1.55 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: 1.30 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,2,Reading: 1.05 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: 1.44 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: 0.91 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: 0.56 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: 0.29 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: 0.13 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: 0.01 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: -0.13 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: -0.23 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: -0.31 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: -0.90 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: -7.72 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: -24.27 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: -38.42 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: -41.63 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: -47.46 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: -39.70 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: -33.25 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: -7.27 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: 4.17 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: 3.49 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: 2.82 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,3,Reading: 2.33 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: 1.51 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: 1.34 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: 1.14 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: 1.00 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: 0.67 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: -3.36 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: -15.28 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: -40.41 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: -58.61 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: -55.67 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: -53.04 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: -62.43 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: -23.76 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: -1.16 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: -0.21 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: -0.16 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: -0.19 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,4,Reading: -0.25 gram,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: 2.18 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: 1.81 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: 1.48 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: 1.20 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: 0.97 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: 0.75 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: 0.01 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: -4.29 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: -18.59 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: -44.03 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: -51.79 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: -47.30 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: -35.11 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: -28.68 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: -13.63 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: 3.19 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: 3.64 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,5,Reading: 3.07 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 1.78 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 1.57 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 1.38 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 1.20 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 1.07 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 1.28 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: -0.79 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: -12.16 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: -31.30 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: -55.91 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: -55.32 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: -17.64 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 4.63 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 5.41 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 4.29 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 3.54 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 1.06 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 0.91 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 0.77 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 0.63 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 0.54 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 1.27 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -1.10 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -8.34 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -18.44 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -23.58 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -28.11 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -40.04 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -40.95 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -5.86 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 3.94 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 3.27 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 2.74 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 2.34 gram,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -0.36 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -0.45 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -0.47 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -0.47 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -0.74 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -7.30 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -20.85 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -36.01 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -45.76 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -36.72 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -12.25 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -2.04 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: 2.83 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: 2.69 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: 2.20 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -1.41 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -1.49 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -1.52 grams,,,,,,,,,,,,,,,,
